Encryption disabled
CRYPTO STATUS: enabled=False method=None | auth_enabled=True auth_method=KOBLITZ_256 | DESERIALIZE: 0.00107 s | CRYPTO: 0.00000 s | AUTH: 0.30626 s | TOTAL: 0.30733 s | IMPACT: 0.00% | AUTH_IMPACT: 99.65%
CRYPTO STATUS: enabled=False method=None | auth_enabled=True auth_method=KOBLITZ_256 | SERIALIZE: 0.00041 s | CRYPTO: 0.00000 s | AUTH: 0.32263 s | TOTAL: 0.32304 s | IMPACT: 0.00% | AUTH_IMPACT: 99.87%
CRYPTO STATUS: enabled=False method=None | auth_enabled=True auth_method=KOBLITZ_256 | SERIALIZE: 0.00040 s | CRYPTO: 0.00000 s | AUTH: 0.31339 s | TOTAL: 0.31380 s | IMPACT: 0.00% | AUTH_IMPACT: 99.87%
CRYPTO STATUS: enabled=False method=None | auth_enabled=True auth_method=KOBLITZ_256 | SERIALIZE: 0.00041 s | CRYPTO: 0.00000 s | AUTH: 0.30054 s | TOTAL: 0.30094 s | IMPACT: 0.00% | AUTH_IMPACT: 99.86%
CRYPTO STATUS: enabled=False method=None | auth_enabled=True auth_method=KOBLITZ_256 | SERIALIZE: 0.00054 s | CRYPTO: 0.00000 s | AUTH: 0.43859 s | TOTAL: 0.43913 s | IMPACT: 0.00% | AUTH_IMPACT: 99.88%
CRYPTO STATUS: enabled=False method=None | auth_enabled=True auth_method=KOBLITZ_256 | SERIALIZE: 0.00045 s | CRYPTO: 0.00000 s | AUTH: 0.30782 s | TOTAL: 0.30827 s | IMPACT: 0.00% | AUTH_IMPACT: 99.85%
CRYPTO STATUS: enabled=False method=None | auth_enabled=True auth_method=KOBLITZ_256 | SERIALIZE: 0.00041 s | CRYPTO: 0.00000 s | AUTH: 0.31743 s | TOTAL: 0.31783 s | IMPACT: 0.00% | AUTH_IMPACT: 99.87%
CRYPTO STATUS: enabled=False method=None | auth_enabled=True auth_method=KOBLITZ_256 | SERIALIZE: 0.00040 s | CRYPTO: 0.00000 s | AUTH: 0.28623 s | TOTAL: 0.28663 s | IMPACT: 0.00% | AUTH_IMPACT: 99.86%
CRYPTO STATUS: enabled=False method=None | auth_enabled=True auth_method=KOBLITZ_256 | SERIALIZE: 0.00037 s | CRYPTO: 0.00000 s | AUTH: 0.29243 s | TOTAL: 0.29280 s | IMPACT: 0.00% | AUTH_IMPACT: 99.87%
CRYPTO STATUS: enabled=False method=None | auth_enabled=True auth_method=KOBLITZ_256 | SERIALIZE: 0.00039 s | CRYPTO: 0.00000 s | AUTH: 0.30195 s | TOTAL: 0.30234 s | IMPACT: 0.00% | AUTH_IMPACT: 99.87%
CRYPTO STATUS: enabled=False method=None | auth_enabled=True auth_method=KOBLITZ_256 | SERIALIZE: 0.00056 s | CRYPTO: 0.00000 s | AUTH: 0.44841 s | TOTAL: 0.44897 s | IMPACT: 0.00% | AUTH_IMPACT: 99.88%
