Encryption enabled: CHACHA
CRYPTO STATUS: enabled=True method=CHACHA | auth_enabled=False auth_method=None | DESERIALIZE: 0.00093 s | CRYPTO: 0.12925 s | AUTH: 0.00000 s | TOTAL: 0.13018 s | IMPACT: 99.28% | AUTH_IMPACT: 0.00%
CRYPTO STATUS: enabled=True method=CHACHA | auth_enabled=False auth_method=None | SERIALIZE: 0.00041 s | CRYPTO: 0.07395 s | AUTH: 0.00000 s | TOTAL: 0.07436 s | IMPACT: 99.45% | AUTH_IMPACT: 0.00%
CRYPTO STATUS: enabled=True method=CHACHA | auth_enabled=False auth_method=None | SERIALIZE: 0.00044 s | CRYPTO: 0.06702 s | AUTH: 0.00000 s | TOTAL: 0.06745 s | IMPACT: 99.35% | AUTH_IMPACT: 0.00%
CRYPTO STATUS: enabled=True method=CHACHA | auth_enabled=False auth_method=None | SERIALIZE: 0.00052 s | CRYPTO: 0.08704 s | AUTH: 0.00000 s | TOTAL: 0.08756 s | IMPACT: 99.41% | AUTH_IMPACT: 0.00%
CRYPTO STATUS: enabled=True method=CHACHA | auth_enabled=False auth_method=None | SERIALIZE: 0.00038 s | CRYPTO: 0.05947 s | AUTH: 0.00000 s | TOTAL: 0.05985 s | IMPACT: 99.36% | AUTH_IMPACT: 0.00%
CRYPTO STATUS: enabled=True method=CHACHA | auth_enabled=False auth_method=None | SERIALIZE: 0.00044 s | CRYPTO: 0.06516 s | AUTH: 0.00000 s | TOTAL: 0.06559 s | IMPACT: 99.34% | AUTH_IMPACT: 0.00%
CRYPTO STATUS: enabled=True method=CHACHA | auth_enabled=False auth_method=None | SERIALIZE: 0.00042 s | CRYPTO: 0.05145 s | AUTH: 0.00000 s | TOTAL: 0.05186 s | IMPACT: 99.20% | AUTH_IMPACT: 0.00%
CRYPTO STATUS: enabled=True method=CHACHA | auth_enabled=False auth_method=None | SERIALIZE: 0.00049 s | CRYPTO: 0.08307 s | AUTH: 0.00000 s | TOTAL: 0.08356 s | IMPACT: 99.41% | AUTH_IMPACT: 0.00%
CRYPTO STATUS: enabled=True method=CHACHA | auth_enabled=False auth_method=None | SERIALIZE: 0.00040 s | CRYPTO: 0.07044 s | AUTH: 0.00000 s | TOTAL: 0.07085 s | IMPACT: 99.43% | AUTH_IMPACT: 0.00%
CRYPTO STATUS: enabled=True method=CHACHA | auth_enabled=False auth_method=None | SERIALIZE: 0.00038 s | CRYPTO: 0.05720 s | AUTH: 0.00000 s | TOTAL: 0.05759 s | IMPACT: 99.33% | AUTH_IMPACT: 0.00%
CRYPTO STATUS: enabled=True method=CHACHA | auth_enabled=False auth_method=None | DESERIALIZE: 0.00047 s | CRYPTO: 0.04571 s | AUTH: 0.00000 s | TOTAL: 0.04619 s | IMPACT: 98.98% | AUTH_IMPACT: 0.00%
CRYPTO STATUS: enabled=True method=CHACHA | auth_enabled=False auth_method=None | SERIALIZE: 0.00040 s | CRYPTO: 0.08213 s | AUTH: 0.00000 s | TOTAL: 0.08253 s | IMPACT: 99.52% | AUTH_IMPACT: 0.00%
CRYPTO STATUS: enabled=True method=CHACHA | auth_enabled=False auth_method=None | SERIALIZE: 0.00048 s | CRYPTO: 0.06929 s | AUTH: 0.00000 s | TOTAL: 0.06977 s | IMPACT: 99.31% | AUTH_IMPACT: 0.00%
CRYPTO STATUS: enabled=True method=CHACHA | auth_enabled=False auth_method=None | SERIALIZE: 0.00039 s | CRYPTO: 0.05969 s | AUTH: 0.00000 s | TOTAL: 0.06008 s | IMPACT: 99.35% | AUTH_IMPACT: 0.00%
CRYPTO STATUS: enabled=True method=CHACHA | auth_enabled=False auth_method=None | SERIALIZE: 0.00041 s | CRYPTO: 0.04795 s | AUTH: 0.00000 s | TOTAL: 0.04836 s | IMPACT: 99.16% | AUTH_IMPACT: 0.00%
CRYPTO STATUS: enabled=True method=CHACHA | auth_enabled=False auth_method=None | SERIALIZE: 0.00037 s | CRYPTO: 0.05609 s | AUTH: 0.00000 s | TOTAL: 0.05645 s | IMPACT: 99.35% | AUTH_IMPACT: 0.00%
CRYPTO STATUS: enabled=True method=CHACHA | auth_enabled=False auth_method=None | DESERIALIZE: 0.00044 s | CRYPTO: 0.04837 s | AUTH: 0.00000 s | TOTAL: 0.04881 s | IMPACT: 99.11% | AUTH_IMPACT: 0.00%
CRYPTO STATUS: enabled=True method=CHACHA | auth_enabled=False auth_method=None | SERIALIZE: 0.00038 s | CRYPTO: 0.05242 s | AUTH: 0.00000 s | TOTAL: 0.05280 s | IMPACT: 99.28% | AUTH_IMPACT: 0.00%
CRYPTO STATUS: enabled=True method=CHACHA | auth_enabled=False auth_method=None | DESERIALIZE: 0.00104 s | CRYPTO: 0.04274 s | AUTH: 0.00000 s | TOTAL: 0.04377 s | IMPACT: 97.63% | AUTH_IMPACT: 0.00%
CRYPTO STATUS: enabled=True method=CHACHA | auth_enabled=False auth_method=None | DESERIALIZE: 0.00113 s | CRYPTO: 0.04179 s | AUTH: 0.00000 s | TOTAL: 0.04292 s | IMPACT: 97.37% | AUTH_IMPACT: 0.00%
CRYPTO STATUS: enabled=True method=CHACHA | auth_enabled=False auth_method=None | DESERIALIZE: 0.00046 s | CRYPTO: 0.04069 s | AUTH: 0.00000 s | TOTAL: 0.04115 s | IMPACT: 98.88% | AUTH_IMPACT: 0.00%
CRYPTO STATUS: enabled=True method=CHACHA | auth_enabled=False auth_method=None | DESERIALIZE: 0.00077 s | CRYPTO: 0.04425 s | AUTH: 0.00000 s | TOTAL: 0.04502 s | IMPACT: 98.29% | AUTH_IMPACT: 0.00%
